item_id,title,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western
460,"Crossing Guard, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715,To Die For (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,From Dusk Till Dawn (1996),1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
315,Apt Pupil (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
505,Dial M for Murder (1954),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
279,Once Upon a Time... When We Were Colored (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,Raising Arizona (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Three Colors: Blue (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,Shine (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
587,"Hour of the Pig, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,Ed Wood (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
217,Bram Stoker's Dracula (1992),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
596,"Hunchback of Notre Dame, The (1996)",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
960,Naked (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211,M*A*S*H (1970),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1060,"Adventures of Pinocchio, The (1996)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Pinocchio (1940),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Ice Storm, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,Indiana Jones and the Last Crusade (1989),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Bed of Roses (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
770,Devil in a Blue Dress (1995),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
156,Reservoir Dogs (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
350,Fallen (1998),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
431,Highlander (1986),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Trainspotting (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,GoodFellas (1990),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,Star Wars (1977),1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
365,Powder (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,"Godfather: Part II, The (1974)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
185,Psycho (1960),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
712,Tin Men (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,Home Alone (1990),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Ransom (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
762,Beautiful Girls (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
732,Dave (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
168,Monty Python and the Holy Grail (1974),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Die Hard: With a Vengeance (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,Swingers (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
869,Fools Rush In (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
184,Army of Darkness (1993),1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
371,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
720,First Knight (1995),1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
381,Muriel's Wedding (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
922,Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,Priest (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
249,Austin Powers: International Man of Mystery (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Mallrats (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Laura (1944),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
142,Bedknobs and Broomsticks (1971),0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
943,Killing Zoe (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,"Spitfire Grill, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,Babe (1995),0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58,Quiz Show (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741,"Last Supper, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
448,"Omen, The (1976)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,Kundun (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,With Honors (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
905,Great Expectations (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1497,"Line King: Al Hirschfeld, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,"Professional, The (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
744,Michael Collins (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
642,"Grifters, The (1990)",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
121,Independence Day (ID4) (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
301,In & Out (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Hudsucker Proxy, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,Tin Cup (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
740,Jane Eyre (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22,Braveheart (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
864,My Fellow Americans (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,"Red Firecracker, Green Firecracker (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,Orlando (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
812,Andre (1994),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Three Musketeers, The (1993)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,Hamlet (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1114,Faithful (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Rosewood (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
561,Mary Shelley's Frankenstein (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
70,Four Weddings and a Funeral (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
417,"Parent Trap, The (1961)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Donnie Brasco (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
497,Bringing Up Baby (1938),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,"Thieves (Voleurs, Les) (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
655,Stand by Me (1986),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,Mighty Aphrodite (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Beauty and the Beast (1991),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,Jack (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
739,Pretty Woman (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
661,High Noon (1952),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
692,"American President, The (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
632,Sophie's Choice (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1198,Purple Noon (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
609,Father of the Bride (1950),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Supercop (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
866,Michael (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
295,Breakdown (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,I.Q. (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
626,So Dear to My Heart (1949),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
707,Enchanted April (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,Stalingrad (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,"Long Kiss Goodnight, The (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1220,Higher Learning (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,East of Eden (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620,"Chamber, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,Top Gun (1986),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1070,Living in Oblivion (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Star Trek: The Motion Picture (1979),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,My Left Foot (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,Strange Days (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
660,Fried Green Tomatoes (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1022,"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
780,Dumb & Dumber (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Dolores Claiborne (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
686,"Perfect World, A (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,Apollo 13 (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
729,Nell (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,"Madness of King George, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,Star Trek IV: The Voyage Home (1986),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
506,Rebel Without a Cause (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566,Clear and Present Danger (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,Heathers (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Snow White and the Seven Dwarfs (1937),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1288,Denise Calls Up (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Henry V (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1010,Basquiat (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,Roman Holiday (1953),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
287,Marvin's Room (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
659,Arsenic and Old Lace (1944),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
696,City Hall (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
269,"Full Monty, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Clockwork Orange, A (1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
806,Menace II Society (1993),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
654,Chinatown (1974),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
324,Lost Highway (1997),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
736,Shadowlands (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
92,True Romance (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
461,Smoke (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Bound (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
9,Dead Man Walking (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,Sleeper (1973),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
233,Under Siege (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,"Wild Bunch, The (1969)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,Unforgiven (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
923,Raise the Red Lantern (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
463,"Secret of Roan Inish, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Rainmaker, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,Secrets & Lies (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,Carrie (1976),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1428,SubUrbia (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Koyaanisqatsi (1983),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421,William Shakespeare's Romeo and Juliet (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
937,"Thousand Acres, A (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
583,Romeo Is Bleeding (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
251,Shall We Dance? (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,"Misérables, Les (1995)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
155,Dirty Dancing (1987),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
393,Mrs. Doubtfire (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Nightmare Before Christmas, The (1993)",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
477,Matilda (1996),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Dragonheart (1996),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761,Nick of Time (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1286,Shall We Dance? (1937),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
93,Welcome to the Dollhouse (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
644,"Thin Blue Line, The (1988)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,"Adventures of Robin Hood, The (1938)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Lawrence of Arabia (1962),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,On Golden Pond (1981),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,"Third Man, The (1949)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,"Net, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
418,Cinderella (1950),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,Breakfast at Tiffany's (1961),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
87,Searching for Bobby Fischer (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,"Mask, The (1994)",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
663,Being There (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Phenomenon (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1248,Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,"Wedding Singer, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73,Maverick (1994),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
239,Sneakers (1992),0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1046,Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,Cool Hand Luke (1967),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
634,Microcosmos: Le peuple de l'herbe (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1245,Gridlock'd (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
974,Eye for an Eye (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
619,Extreme Measures (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,Moll Flanders (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,"Room with a View, A (1986)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
319,Everyone Says I Love You (1996),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
963,Some Folks Call It a Sling Blade (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180,Apocalypse Now (1979),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
380,Star Trek: Generations (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,Three Colors: Red (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,"Ghost and the Darkness, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Great Dictator, The (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
995,"Kiss Me, Guido (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Night of the Living Dead (1968),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
945,Charade (1963),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
792,Bullets Over Broadway (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
708,"Sex, Lies, and Videotape (1989)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,Bad Boys (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Benny & Joon (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85,"Ref, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Local Hero (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,"Little Princess, A (1995)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
682,I Know What You Did Last Summer (1997),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
221,Breaking the Waves (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1150,Last Dance (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,Looking for Richard (1996),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
517,Manhattan (1979),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
283,Emma (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
602,"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
617,"Blue Angel, The (Blaue Engel, Der) (1930)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
703,Widows' Peak (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,"Edge, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
949,How to Make an American Quilt (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
488,Sunset Blvd. (1950),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114,Wallace & Gromit: The Best of Aardman Animation (1996),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Rumble in the Bronx (1995),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
763,Happy Gilmore (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Disclosure (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
953,Unstrung Heroes (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
510,"Magnificent Seven, The (1954)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
372,Jeffrey (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Butch Cassidy and the Sundance Kid (1969),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
223,Sling Blade (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
835,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
651,Glory (1989),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
316,As Good As It Gets (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1041,Forget Paris (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
429,"Day the Earth Stood Still, The (1951)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
868,Hearts and Minds (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1019,"Die xue shuang xiong (Killer, The) (1989)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1160,Love! Valour! Compassion! (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
676,"Crucible, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1012,Private Parts (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
693,Casino (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,"Time to Kill, A (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,"Pillow Book, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
428,Harold and Maude (1971),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Air Force One (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1119,Some Kind of Wonderful (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527,Gandhi (1982),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1397,Of Human Bondage (1934),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657,"Manchurian Candidate, The (1962)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1142,When We Were Kings (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1109,Death and the Maiden (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116,Cold Comfort Farm (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
898,"Postman, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
723,Boys on the Side (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
582,"Piano, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
778,Don Juan DeMarco (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1007,Waiting for Guffman (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Paths of Glory (1957),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1011,2 Days in the Valley (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1101,Six Degrees of Separation (1993),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
904,Ma vie en rose (My Life in Pink) (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
312,Midnight in the Garden of Good and Evil (1997),0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1048,She's the One (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
627,Robin Hood: Prince of Thieves (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1278,Selena (1997),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
499,Cat on a Hot Tin Roof (1958),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,"Inkwell, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
207,Cyrano de Bergerac (1990),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
671,Bride of Frankenstein (1935),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,Much Ado About Nothing (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
482,Some Like It Hot (1959),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
276,Leaving Las Vegas (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
647,Ran (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
578,Demolition Man (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021,8 1/2 (1963),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
